batch,source_file,source_line,original_row_index,match_input,normalized_match_input,status,match_count,replacement_input,duplicate_target_within_batches
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,14,644,"For a dopant activation energy of 0.066 eV at 346.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.066 eV at 346.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.066 eV at 346.2 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,15,645,"For a dopant activation energy of 0.035 eV at 366.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.035 eV at 366.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.035 eV at 366.1 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,16,646,"For a dopant activation energy of 0.034 eV at 214.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.034 eV at 214.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.034 eV at 214.3 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,17,647,"For a dopant activation energy of 0.067 eV at 334.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.067 eV at 334.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.067 eV at 334.1 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,18,648,"For a dopant activation energy of 0.043 eV at 311.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.043 eV at 311.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.043 eV at 311.1 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,19,649,"For a dopant activation energy of 0.021 eV at 373.9 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.021 eV at 373.9 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.021 eV at 373.9 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,20,650,"For a dopant activation energy of 0.077 eV at 229.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.077 eV at 229.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.077 eV at 229.3 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,21,651,"For a dopant activation energy of 0.07 eV at 227.6 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.07 eV at 227.6 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.070 eV at 227.6 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,22,652,"For a dopant activation energy of 0.007 eV at 162.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.007 eV at 162.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.007 eV at 162.3 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,23,653,"For a dopant activation energy of 0.019 eV at 167.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.019 eV at 167.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.019 eV at 167.3 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,24,654,"For a dopant activation energy of 0.024 eV at 378.4 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.024 eV at 378.4 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.024 eV at 378.4 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,25,655,"For a dopant activation energy of 0.039 eV at 182.6 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.039 eV at 182.6 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.039 eV at 182.6 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,26,656,"For a dopant activation energy of 0.066 eV at 250.9 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.066 eV at 250.9 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.066 eV at 250.9 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,27,657,"For a dopant activation energy of 0.007 eV at 364.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.007 eV at 364.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.007 eV at 364.2 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,28,658,"For a dopant activation energy of 0.026 eV at 327.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.026 eV at 327.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.026 eV at 327.3 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,29,659,"For a dopant activation energy of 0.032 eV at 348.6 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.032 eV at 348.6 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.032 eV at 348.6 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,30,660,"For a dopant activation energy of 0.068 eV at 284.5 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.068 eV at 284.5 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.068 eV at 284.5 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,1,661,"For a dopant activation energy of 0.047 eV at 180.6 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.047 eV at 180.6 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.047 eV at 180.6 K, estimate the dopant ionization fraction and explain the detector relevance.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,2,662,"For a dopant activation energy of 0.033 eV at 257.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.033 eV at 257.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.033 eV at 257.2 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,3,663,"For a dopant activation energy of 0.043 eV at 372.9 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.043 eV at 372.9 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.043 eV at 372.9 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,4,664,"For a dopant activation energy of 0.028 eV at 249.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.028 eV at 249.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.028 eV at 249.1 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,5,665,"For a dopant activation energy of 0.064 eV at 253.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.064 eV at 253.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.064 eV at 253.1 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,6,666,"For a dopant activation energy of 0.019 eV at 360.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.019 eV at 360.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.019 eV at 360.1 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,7,667,"For a dopant activation energy of 0.048 eV at 165.0 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.048 eV at 165.0 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.048 eV at 165.0 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,8,668,"For a dopant activation energy of 0.079 eV at 207.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.079 eV at 207.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.079 eV at 207.2 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,9,669,"For a dopant activation energy of 0.051 eV at 242.0 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.051 eV at 242.0 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.051 eV at 242.0 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,10,670,"For a dopant activation energy of 0.065 eV at 306.9 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.065 eV at 306.9 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.065 eV at 306.9 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,11,671,"For a dopant activation energy of 0.067 eV at 222.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.067 eV at 222.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.067 eV at 222.1 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,12,672,"For a dopant activation energy of 0.026 eV at 300.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.026 eV at 300.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.026 eV at 300.3 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,13,673,"For a dopant activation energy of 0.075 eV at 326.8 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.075 eV at 326.8 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.075 eV at 326.8 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,14,674,"For a dopant activation energy of 0.025 eV at 180.6 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.025 eV at 180.6 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.025 eV at 180.6 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,15,675,"For a dopant activation energy of 0.039 eV at 393.7 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.039 eV at 393.7 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.039 eV at 393.7 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,16,676,"For a dopant activation energy of 0.056 eV at 198.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.056 eV at 198.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.056 eV at 198.3 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,17,677,"For a dopant activation energy of 0.009 eV at 388.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.009 eV at 388.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.009 eV at 388.2 K, estimate the dopant ionization fraction.",False
023,data/curation/rewrite_batches/firm_rewrite_batch_023_dopant_ionization_tail_6.jsonl,18,678,"For a dopant activation energy of 0.069 eV at 357.0 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.069 eV at 357.0 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.069 eV at 357.0 K, estimate the dopant ionization fraction.",False
